,chinese,english
17469,你完成你的工作了嗎?,Are you finished with your work?
17470,您贊成還是反對他的想法？,Are you for or against his idea?
17471,你贊成還是反對這個計劃？,Are you for or against the plan?
17472,你明天下午有空嗎？,Are you free tomorrow afternoon?
17473,你法語說得好嗎？,Are you good at speaking French?
17474,你是說你放棄了嗎？,Are you saying that you give up?
17475,你還在收集郵票嗎？,Are you still collecting stamps?
17476,你是這所學校的學生嗎？,Are you students at this school?
17477,你確定湯姆會回來嗎？,Are you sure Tom will come back?
17478,你是這棟房子的主人嗎？,Are you the owner of this house?
17479,你不是救了我的那箇人嗎？,Aren't you the one who saved me?
17480,問她要多少湯?,Ask her how much soup she wants.
17481,問問她什麼時候回來。,Ask her when she will come back.
17482,問問他把他的車停在那裡。,Ask him where he parked his car.
17483,問他把他自己的車停在哪裡了。,Ask him where he parked his car.
17484,最後，她解決了這個問題。,"At last, she solved the problem."
17485,她在夜晚望著月亮。,"At night, she gazed at the moon."
17486,我父母現在都在家。,Both my parents are at home now.
17487,我的兩個兄弟都結婚了。,Both of my brothers are married.
17488,早餐時間在七點到九點。,Breakfast is from seven to nine.
17489,養大一個寶寶是一項艱難的工作。,Bringing up a baby is hard work.
17490,可那不是真正的問題所在。,But that's not the real problem.
17491,對了，你的地址是什麼?,"By the way, what's your address?"
17492,明天早上6點給我打電話。,Call me at six tomorrow morning.
17493,你安頓好就打電話給我。,Call me when you get settled in.
17494,請來瓶紅酒。,Can I have a bottle of red wine?
17495,可不可以和你說幾句？,Can I have a few words with you?
17496,你今天晚上能來吃飯嗎？,Can you come for dinner tonight?
17497,你能幫我買些東西嗎？,Can you do some shopping for me?
17498,你能夠說出一首他們的歌的名字嗎？,Can you name one of their songs?
17499,靠你的收入你不能過活嗎?,Can't you get by on your salary?
17500,接受現金捐贈。,Cash donations will be accepted.
17501,中國比日本大得多。,China is much bigger than Japan.
17502,中國比日本大得多。,China is much larger than Japan.
17503,從這些裡選一個。,Choose any one from among these.
17504,今天下午到我家來一趟。,Come to my house this afternoon.
17505,你能請個醫生來嗎？,"Could you call a doctor, please?"
17506,你能取消我的預訂嗎？,Could you cancel my reservation?
17507,您能開一下門嗎？,"Could you open the door, please?"
17508,請你寫下來好嗎？,"Could you write it down, please?"
17509,創造主義是一種偽科學。,Creationism is a pseudo-science.
17510,爹地喜歡講有趣的事。,Daddy loves to say funny things.
17511,從名單上刪掉湯姆的名字。,Delete Tom's name from the list.
17512,你買了往返的票嗎？,Did you buy a round-trip ticket?
17513,你聽了我昨天晚上的節目嗎？,Did you hear my show last night?
17514,你注意到奇怪的地方了嗎？,Did you notice anything strange?
17515,你昨天打棒球了沒有？,Did you play baseball yesterday?
17516,你看了昨天的月蝕了嗎？,Did you see yesterday's eclipse?
17517,你給你父母看了嗎？,Did you show it to your parents?
17518,你聽懂他說的了嗎？,Did you understand what he said?
17519,我必須吃這個藥嗎？,Do I have to take this medicine?
17520,不要屈服於這些要求。,Do not give in to those demands.
17521,你相信有幽靈嗎？,Do you believe there are ghosts?
17522,你相信鬼存在嗎？,Do you believe there are ghosts?
17523,你相信有鬼魂嗎？,Do you believe there are ghosts?
17524,你搭公車上下學嗎？,Do you commute to school by bus?
17525,你否認你去了那裡嗎?,Do you deny that you went there?
17526,在你們國家吃米飯嗎？,Do you eat rice in your country?
17527,你想去游泳嗎?,Do you feel like going swimming?
17528,你跟老闆合得來嗎？,Do you get along with your boss?
17529,你星期六去上學嗎？,Do you go to school on Saturday?
17530,是你心裡有鬼吧？,Do you have a guilty conscience?
17531,你有任何其他的問題嗎？,Do you have any other questions?
17532,你有任何治感冒的東西嗎?,Do you have anything for a cold?
17533,你有任何要申報的東西嗎？,Do you have anything to declare?
17534,你有零錢換一元美金嗎？,Do you have change for a dollar?
17535,你星期六要上學嗎？,Do you have school on Saturdays?
17536,你知道怎麼打麻將嗎？,Do you know how to play mahjong?
17537,你會騎馬嗎？,Do you know how to ride a horse?
17538,你知道PKO是什麼意思嗎？,Do you know what PKO stands for?
17539,這是誰的你知道嗎？,Do you know who this belongs to?
17540,你知道這是誰的嗎？,Do you know who this belongs to?
17541,你打算跟湯姆一起做那件事嗎？,Do you plan to do that with Tom?
17542,你真的相信鬼嗎？,Do you really believe in ghosts?
17543,你還想跟我談嗎？,Do you still want to talk to me?
17544,你認為動物有靈魂嗎？,Do you think animals have souls?
17545,你覺得這個東西萌嗎？,Do you think this thing is cute?
17546,你要喝水嗎？,Do you want to drink some water?
17547,你做任何事都要盡全力。,Do your best in anything you do.
17548,這兒有人說日語嗎？,Does anyone here speak Japanese?
17549,他每天研讀英語嗎？,Does he study English every day?
17550,她知道你的電話號碼？,Does she know your phone number?
17551,你爸爸很早回家嗎？,Does your father get home early?
17552,你的學校有圖書館嗎？,Does your school have a library?
17553,狗的嗅覺靈敏。,Dogs have a keen sense of smell.
17554,別怕吠犬。,Don't be afraid of barking dogs.
17555,不要太過於依賴別人。,Don't depend too much on others.
17556,不要做任何會讓你後悔的事。,Don't do anything you'll regret.
17557,天黑以後不要出門。,Don't go out after it gets dark.
17558,不要猶豫去問問題。,Don't hesitate to ask questions.
17559,儘管提問。,Don't hesitate to ask questions.
17560,不要根據封面來判斷一本書。,Don't judge a book by its cover.
17561,不要讓任何人進入這個房間。,Don't let anyone enter the room.
17562,天黑後不要讓她出門。,Don't let her go out after dark.
17563,不要讓機會溜走。,Don't let opportunities pass by.
17564,不要在公園玩壘球。,Don't play baseball in the park.
17565,愛迪生不是個優秀的學生。,Edison was not a bright student.
17566,每朵雲都披著銀衣。,Every cloud has a silver lining.
17567,山窮水盡疑無路，柳暗花明又一村。,Every cloud has a silver lining.
17568,每個人都可能變成屍體。,Every man is a potential corpse.
17569,人隨時可能死去。,Every man is a potential corpse.
17570,除我以外每個人都在歌唱。,Everybody was singing except me.
17571,她班上的每個人都喜歡她。,Everyone in her class likes her.
17572,除了他每個人都在這裡。,Everyone is here except for him.
17573,人人都知道我不喜歡湯姆。,Everyone knows I don't like Tom.
17574,家裡一切都好。,Everything is all right at home.
17575,對不起。你會講英語嗎？,"Excuse me, do you speak English?"
17576,對不起。你會講英語嗎？,Excuse me. Do you speak English?
17577,農民在春天播種。,Farmers sow seeds in the spring.
17578,請照平常一樣五加侖。,"Five gallons of regular, please."
17579,自由非常非常重要。,"Freedom is very, very important."
17580,盡快把它完成。,Get it done as soon as possible.
17581,給我些可以寫字的東西。,Give me something to write with.
17582,金子比水重得多。,Gold is much heavier than water.
17583,語法是很複雜的。,Grammar is a very complex thing.
17584,半個麵包總比沒有好。,Half a loaf is better than none.
17585,聊勝於無、有比沒有好。,Half a loaf is better than none.
17586,這些蘋果的其中一半都爛了。,Half of these apples are rotten.
17587,到的有我的信嗎？,Have any letters arrived for me?
17588,你餵過馬了嗎？,Have you already fed the horses?
17589,你做了所有的功課嗎？,Have you done all your homework?
17590,你被車撞過嗎?,Have you ever been hit by a car?
17591,你曾看過他游泳嗎？,Have you ever seen him swimming?
17592,你曾經坐飛機旅行過嗎?,Have you ever traveled by plane?
17593,你吃完早飯了嗎？,Have you finished breakfast yet?
17594,你做完作業了嗎？,Have you finished your homework?
17595,你讀過這本書了嗎？,Have you read this book already?
17596,你看過今天的報紙了嗎？,Have you read today's paper yet?
17597,最近看了什麼電影沒有？,Have you seen any movies lately?
17598,我們好像在哪見過？,Haven't we met somewhere before?
17599,他建議她戒酒。,He advised her to stop drinking.
17600,他問我喜不喜歡數學。,He asked me whether I like math.
17601,他表現得像瘋了一樣。,He behaves as if he were insane.
17602,他打斷了我們的談話。,He broke in on our conversation.
17603,他拿著一個裝滿了蘋果的袋子。,He carried a bag full of apples.
17604,他今天從雪梨回來。,He comes back from Sydney today.
17605,他承認有罪。,He confessed that he was guilty.
17606,他週日晚上不工作。,He did not work on Sunday night.
17607,他在事故後不久就去世了。,He died soon after the accident.
17608,他把自己化裝成一個女人。,He disguised himself as a woman.
17609,他打扮得像女人一樣。,He disguised himself as a woman.
17610,上個月他和妻子離婚了。,He divorced his wife last month.
17611,他不是每一天都來這裡。,He does not come here every day.
17612,他不是每天都來這。,He does not come here every day.
17613,他不喜歡被懲罰。,He does not like being punished.
17614,他什麼都不做只是看漫畫。,He does nothing but read comics.
17615,他不必上學。,He doesn't have to go to school.
17616,他喝了一整瓶的牛奶。,He drank a whole bottle of milk.
17617,他把杯子掉到地板上打碎了。,He dropped the cup and broke it.
17618,他用水裝滿了瓶子。,He filled the bottle with water.
17619,他忘了關燈。,He forgot to turn off the light.
17620,他八點上床睡覺。,He goes to bed at eight o'clock.
17621,他得到了法律碩士學位。,He got a master's degree in law.
